Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1266523,-,-,-,40.81,-73.3,-5,47,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2012,1,1,0,30,0,0,0,1,21,160.88,0.11819999665021896,2,1.084,310,100.0,4,10.100000000000001
2012,1,1,1,30,0,0,0,1,21,153.51,0.11819999665021896,2,1.062,310,100.0,4,10.100000000000001
2012,1,1,2,30,0,0,0,1,20,143.29,0.11819999665021896,2,1.034,314,100.0,3,10.100000000000001
2012,1,1,3,30,0,0,0,1,20,132.15,0.11819999665021896,2,1.004,318,100.0,3,10.100000000000001
2012,1,1,4,30,0,0,0,1,20,120.81,0.11819999665021896,2,0.985,320,100.0,3,10.100000000000001
2012,1,1,5,30,0,0,0,1,20,109.63,0.11819999665021896,2,0.99,313,100.0,3,10.100000000000001
2012,1,1,6,30,0,0,0,1,20,98.87,0.11819999665021896,1,1.008,295,100.0,3,10.100000000000001
2012,1,1,7,30,11,91,12,1,20,88.81,0.11819999665021896,1,1.018,285,100.0,3,10.100000000000001
2012,1,1,8,30,53,491,140,0,17,79.81,0.11819999665021896,0,1.02,279,93.32000000000001,5,10.100000000000001
2012,1,1,9,30,74,668,277,0,16,72.33,0.11819999665021896,0,1.035,248,89.99,6,10.100000000000001
2012,1,1,10,30,80,770,382,0,13,66.92,0.11819999665021896,1,1.072,191,82.76,8,10.100000000000001
2012,1,1,11,30,86,796,434,0,12,64.11,0.11819999665021896,1,1.1280000000000001,187,80.57000000000001,9,10.100000000000001
2012,1,1,12,30,88,783,428,0,13,64.28,0.11819999665021896,2,1.201,190,82.0,9,10.0
2012,1,1,13,30,83,744,369,0,14,67.39,0.11819999665021896,3,1.272,192,82.63,9,10.0
2012,1,1,14,30,97,379,208,4,17,73.07000000000001,0.11819999665021896,3,1.332,190,88.7,8,10.0
2012,1,1,15,30,49,454,122,1,18,80.74,0.11819999665021896,3,1.3860000000000001,187,89.55,8,10.0
2012,1,1,16,30,0,0,0,0,18,89.87,0.11819999665021896,4,1.441,182,89.93,8,10.0
2012,1,1,17,30,0,0,0,7,19,100.03,0.11819999665021896,3,1.556,357,91.74,8,10.0
2012,1,1,18,30,0,0,0,4,21,110.85000000000001,0.11819999665021896,3,1.794,184,94.65,8,10.0
2012,1,1,19,30,0,0,0,4,23,122.06,0.11819999665021896,3,2.087,198,98.11,8,10.0
2012,1,1,20,30,0,0,0,4,25,133.39000000000001,0.11819999665021896,4,2.189,200,100.0,8,10.0
2012,1,1,21,30,0,0,0,4,24,144.46,0.11819999665021896,4,2.007,203,97.98,9,10.0
2012,1,1,22,30,0,0,0,4,25,154.49,0.11819999665021896,3,1.706,214,98.96000000000001,9,10.0
2012,1,1,23,30,0,0,0,4,25,161.28,0.11819999665021896,3,1.3920000000000001,235,100.0,8,9.9
2012,1,2,0,30,0,0,0,2,24,160.84,0.11819999665021896,3,1.077,264,100.0,7,10.0
2012,1,2,1,30,0,0,0,4,22,153.52,0.11819999665021896,4,0.8140000000000001,283,98.64,6,10.0
2012,1,2,2,30,0,0,0,0,18,143.32,0.11819999665021896,4,0.667,286,93.64,5,10.0
2012,1,2,3,30,0,0,0,1,16,132.19,0.11819999665021896,4,0.613,283,93.34,4,10.0
2012,1,2,4,30,0,0,0,1,15,120.86,0.11819999665021896,4,0.58,278,93.34,3,10.0
2012,1,2,5,30,0,0,0,1,11,109.67,0.11819999665021896,4,0.526,271,86.26,3,10.0
2012,1,2,6,30,0,0,0,4,9,98.89,0.11819999665021896,5,0.459,267,84.98,2,10.0
2012,1,2,7,30,15,0,15,4,5,88.82000000000001,0.11819999665021896,5,0.419,264,79.65,2,10.0
2012,1,2,8,30,44,620,154,1,2,79.81,0.11819999665021896,5,0.421,262,76.59,2,10.0
2012,1,2,9,30,61,774,297,0,-3,72.31,0.11819999665021896,5,0.446,262,69.17,3,10.0
2012,1,2,10,30,70,848,403,0,-2,66.87,0.11819999665021896,5,0.466,266,69.62,3,10.0
2012,1,2,11,30,74,875,457,0,-1,64.04,0.11819999665021896,5,0.47600000000000003,268,71.18,3,10.0
2012,1,2,12,30,74,873,454,0,-3,64.18,0.11819999665021896,5,0.485,269,67.26,4,10.0
2012,1,2,13,30,134,416,295,2,-3,67.28,0.11819999665021896,4,0.501,269,67.59,4,10.0
2012,1,2,14,30,116,51,131,4,0,72.94,0.11819999665021896,4,0.523,269,72.85000000000001,3,10.0
2012,1,2,15,30,45,553,135,1,1,80.61,0.11819999665021896,4,0.539,268,74.0,3,10.0
2012,1,2,16,30,0,0,0,4,6,89.73,0.11819999665021896,4,0.549,266,80.78,2,10.0
2012,1,2,17,30,0,0,0,4,6,99.89,0.11819999665021896,3,0.556,263,81.4,2,10.0
2012,1,2,18,30,0,0,0,4,9,110.71000000000001,0.11819999665021896,3,0.561,263,87.46000000000001,1,10.0
2012,1,2,19,30,0,0,0,4,9,121.92,0.11819999665021896,3,0.5630000000000001,264,86.92,1,10.0
2012,1,2,20,30,0,0,0,4,9,133.25,0.11819999665021896,3,0.557,268,86.64,1,10.0
2012,1,2,21,30,0,0,0,4,9,144.33,0.11819999665021896,3,0.543,273,86.78,1,10.0
2012,1,2,22,30,0,0,0,1,12,154.35,0.11819999665021896,3,0.525,277,93.19,0,10.0
2012,1,2,23,30,0,0,0,1,11,161.17000000000002,0.11819999665021896,3,0.509,280,91.34,0,10.0
2012,1,3,0,30,0,0,0,1,10,160.79,0.11819999665021896,3,0.497,285,89.03,0,10.0
2012,1,3,1,30,0,0,0,1,9,153.53,0.11819999665021896,3,0.492,288,87.93,0,10.0
2012,1,3,2,30,0,0,0,4,8,143.35,0.11819999665021896,3,0.491,292,86.72,0,10.0
2012,1,3,3,30,0,0,0,4,7,132.23,0.11819999665021896,3,0.485,299,85.49,0,10.0
2012,1,3,4,30,0,0,0,4,5,120.89,0.11819999665021896,3,0.468,307,83.18,0,10.0
2012,1,3,5,30,0,0,0,4,3,109.7,0.11819999665021896,3,0.442,313,79.45,0,10.0
2012,1,3,6,30,0,0,0,4,3,98.92,0.11819999665021896,4,0.41400000000000003,316,80.60000000000001,-1,10.0
2012,1,3,7,30,4,0,4,4,-1,88.83,0.11819999665021896,4,0.392,319,76.31,-1,10.0
2012,1,3,8,30,64,181,96,4,-4,79.8,0.11819999665021896,4,0.383,323,72.35000000000001,-1,10.0
2012,1,3,9,30,67,751,295,1,-6,72.28,0.11819999665021896,4,0.38,326,68.84,-1,10.0
2012,1,3,10,30,74,838,404,1,-8,66.81,0.11819999665021896,4,0.379,327,67.41,-1,10.0
2012,1,3,11,30,160,413,341,4,-9,63.96,0.11819999665021896,4,0.377,328,66.28,-1,10.0
2012,1,3,12,30,165,399,340,4,-9,64.08,0.11819999665021896,5,0.377,329,65.27,-1,10.0
2012,1,3,13,30,134,1,134,4,-10,67.16,0.11819999665021896,5,0.377,332,64.41,-1,10.0
2012,1,3,14,30,101,368,209,4,-8,72.81,0.11819999665021896,5,0.375,335,68.39,-2,10.0
2012,1,3,15,30,64,111,82,4,-9,80.47,0.11819999665021896,5,0.369,338,67.25,-2,10.0
2012,1,3,16,30,0,0,0,4,-7,89.59,0.11819999665021896,5,0.359,338,70.72,-3,10.100000000000001
2012,1,3,17,30,0,0,0,4,-8,99.75,0.11819999665021896,5,0.34600000000000003,338,68.62,-3,10.100000000000001
2012,1,3,18,30,0,0,0,4,-7,110.57000000000001,0.11819999665021896,5,0.331,338,71.76,-4,10.100000000000001
2012,1,3,19,30,0,0,0,4,-9,121.78,0.11819999665021896,5,0.312,336,69.69,-4,10.100000000000001
2012,1,3,20,30,0,0,0,4,-10,133.11,0.11819999665021896,5,0.28800000000000003,334,67.99,-4,10.100000000000001
2012,1,3,21,30,0,0,0,4,-8,144.18,0.11819999665021896,5,0.264,332,72.05,-5,10.100000000000001
2012,1,3,22,30,0,0,0,4,-8,154.21,0.11819999665021896,5,0.242,330,71.24,-5,10.100000000000001
2012,1,3,23,30,0,0,0,4,-6,161.04,0.11819999665021896,5,0.22,328,75.89,-6,10.100000000000001
2012,1,4,0,30,0,0,0,4,-6,160.73,0.11819999665021896,5,0.202,326,74.8,-6,10.100000000000001
2012,1,4,1,30,0,0,0,4,-3,153.52,0.11819999665021896,5,0.19,325,80.17,-7,10.100000000000001
2012,1,4,2,30,0,0,0,4,-3,143.37,0.11819999665021896,4,0.188,325,80.32000000000001,-7,10.100000000000001
2012,1,4,3,30,0,0,0,4,0,132.26,0.11819999665021896,4,0.20400000000000001,326,86.85000000000001,-8,10.100000000000001
2012,1,4,4,30,0,0,0,4,1,120.92,0.11819999665021896,3,0.245,326,87.3,-8,10.100000000000001
2012,1,4,5,30,0,0,0,4,1,109.72,0.11819999665021896,3,0.31,324,88.01,-8,10.100000000000001
2012,1,4,6,30,0,0,0,4,2,98.93,0.11819999665021896,3,0.39,322,88.69,-8,10.100000000000001
2012,1,4,7,30,8,0,8,4,-2,88.83,0.11819999665021896,3,0.47300000000000003,320,82.38,-7,10.100000000000001
2012,1,4,8,30,64,198,99,4,-5,79.79,0.11819999665021896,2,0.542,316,76.22,-6,10.100000000000001
2012,1,4,9,30,82,529,244,4,-9,72.24,0.11819999665021896,2,0.605,308,70.68,-5,10.100000000000001
