Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1266523,-,-,-,40.81,-73.3,-5,47,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2015,1,1,0,30,0,0,0,4,-6,160.87,0.1231599971652031,4,0.39,258,69.12,-1,10.100000000000001
2015,1,1,1,30,0,0,0,4,-5,153.51,0.1231599971652031,4,0.384,256,70.91,-1,10.100000000000001
2015,1,1,2,30,0,0,0,4,-3,143.3,0.1231599971652031,4,0.34,257,72.92,-1,10.100000000000001
2015,1,1,3,30,0,0,0,4,-3,132.16,0.1231599971652031,5,0.304,262,72.64,-1,10.100000000000001
2015,1,1,4,30,0,0,0,4,-2,120.82000000000001,0.1231599971652031,5,0.314,266,75.33,-2,10.100000000000001
2015,1,1,5,30,0,0,0,4,-4,109.64,0.1231599971652031,4,0.34800000000000003,269,72.77,-2,10.100000000000001
2015,1,1,6,30,0,0,0,4,-5,98.87,0.1231599971652031,4,0.384,271,71.28,-2,10.100000000000001
2015,1,1,7,30,11,165,14,1,-9,88.81,0.1231599971652031,4,0.427,267,66.03,-1,10.100000000000001
2015,1,1,8,30,45,606,152,1,-12,79.81,0.1231599971652031,4,0.46,261,61.53,0,10.100000000000001
2015,1,1,9,30,61,774,296,0,-13,72.32000000000001,0.1231599971652031,4,0.46,258,60.370000000000005,0,10.100000000000001
2015,1,1,10,30,69,855,404,1,-13,66.9,0.1231599971652031,4,0.436,255,60.54,0,10.100000000000001
2015,1,1,11,30,72,888,460,1,-11,64.09,0.1231599971652031,4,0.422,250,62.72,0,10.100000000000001
2015,1,1,12,30,73,883,456,0,-11,64.26,0.1231599971652031,4,0.436,244,61.160000000000004,1,10.100000000000001
2015,1,1,13,30,72,833,393,1,-12,67.36,0.1231599971652031,5,0.47000000000000003,240,59.89,2,10.100000000000001
2015,1,1,14,30,64,739,279,0,-9,73.03,0.1231599971652031,5,0.491,239,62.82,2,10.100000000000001
2015,1,1,15,30,44,563,135,0,-6,80.71000000000001,0.1231599971652031,5,0.493,240,65.96000000000001,2,10.100000000000001
2015,1,1,16,30,0,0,0,1,-4,89.84,0.1231599971652031,5,0.514,241,68.24,2,10.100000000000001
2015,1,1,17,30,0,0,0,0,-3,99.99000000000001,0.1231599971652031,5,0.581,241,69.9,2,10.100000000000001
2015,1,1,18,30,0,0,0,1,-2,110.81,0.1231599971652031,5,0.662,242,71.38,2,10.100000000000001
2015,1,1,19,30,0,0,0,1,0,122.02,0.1231599971652031,5,0.729,242,72.92,2,10.100000000000001
2015,1,1,20,30,0,0,0,0,1,133.36,0.1231599971652031,4,0.794,242,74.41,2,10.100000000000001
2015,1,1,21,30,0,0,0,0,2,144.43,0.1231599971652031,4,0.865,242,75.87,2,10.100000000000001
2015,1,1,22,30,0,0,0,1,6,154.45000000000002,0.1231599971652031,4,0.934,246,83.25,1,10.100000000000001
2015,1,1,23,30,0,0,0,0,8,161.25,0.1231599971652031,4,0.98,251,85.64,1,10.100000000000001
2015,1,2,0,30,0,0,0,1,9,160.82,0.1231599971652031,4,0.993,255,86.93,1,10.100000000000001
2015,1,2,1,30,0,0,0,4,8,153.52,0.1231599971652031,4,0.989,260,86.08,1,10.100000000000001
2015,1,2,2,30,0,0,0,1,11,143.33,0.1231599971652031,3,0.976,265,91.33,0,10.100000000000001
2015,1,2,3,30,0,0,0,0,11,132.2,0.1231599971652031,3,0.9440000000000001,267,90.61,0,10.100000000000001
2015,1,2,4,30,0,0,0,4,10,120.86,0.1231599971652031,3,0.894,270,89.63,0,10.100000000000001
2015,1,2,5,30,0,0,0,4,9,109.67,0.1231599971652031,3,0.845,269,88.95,0,10.100000000000001
2015,1,2,6,30,0,0,0,4,9,98.9,0.1231599971652031,4,0.808,268,88.2,0,10.100000000000001
2015,1,2,7,30,8,0,8,4,8,88.82000000000001,0.1231599971652031,4,0.785,267,87.25,0,10.100000000000001
2015,1,2,8,30,64,190,98,4,5,79.81,0.1231599971652031,4,0.773,266,81.44,1,10.100000000000001
2015,1,2,9,30,114,282,200,4,2,72.3,0.1231599971652031,4,0.765,265,75.82000000000001,2,10.100000000000001
2015,1,2,10,30,160,260,262,4,-4,66.85,0.1231599971652031,4,0.761,268,67.37,3,10.100000000000001
2015,1,2,11,30,144,485,357,2,-4,64.02,0.1231599971652031,4,0.761,272,67.16,3,10.100000000000001
2015,1,2,12,30,143,486,355,2,-7,64.16,0.1231599971652031,4,0.768,274,63.35,4,10.100000000000001
2015,1,2,13,30,85,761,379,0,-6,67.25,0.1231599971652031,4,0.778,278,63.86,4,10.100000000000001
2015,1,2,14,30,75,661,269,0,-3,72.9,0.1231599971652031,3,0.78,278,69.16,3,10.100000000000001
2015,1,2,15,30,52,472,129,0,2,80.57000000000001,0.1231599971652031,3,0.767,279,76.01,2,10.100000000000001
2015,1,2,16,30,0,0,0,1,2,89.7,0.1231599971652031,3,0.743,281,76.04,2,10.200000000000001
2015,1,2,17,30,0,0,0,8,3,99.85000000000001,0.1231599971652031,3,0.72,285,76.7,2,10.200000000000001
2015,1,2,18,30,0,0,0,4,6,110.67,0.1231599971652031,3,0.7020000000000001,290,82.86,1,10.200000000000001
2015,1,2,19,30,0,0,0,7,6,121.89,0.1231599971652031,3,0.685,297,82.63,1,10.200000000000001
2015,1,2,20,30,0,0,0,4,6,133.22,0.1231599971652031,2,0.669,308,82.64,1,10.200000000000001
2015,1,2,21,30,0,0,0,7,9,144.29,0.1231599971652031,2,0.658,323,88.56,0,10.200000000000001
2015,1,2,22,30,0,0,0,7,9,154.31,0.1231599971652031,2,0.65,340,88.24,0,10.200000000000001
2015,1,2,23,30,0,0,0,4,8,161.13,0.1231599971652031,2,0.649,357,87.27,0,10.200000000000001
2015,1,3,0,30,0,0,0,7,7,160.77,0.1231599971652031,3,0.656,189,85.58,0,10.200000000000001
2015,1,3,1,30,0,0,0,4,4,153.52,0.1231599971652031,3,0.675,194,81.82000000000001,0,10.200000000000001
2015,1,3,2,30,0,0,0,7,2,143.35,0.1231599971652031,3,0.708,205,79.0,0,10.200000000000001
2015,1,3,3,30,0,0,0,7,2,132.24,0.1231599971652031,3,0.746,216,78.14,0,10.200000000000001
2015,1,3,4,30,0,0,0,7,2,120.9,0.1231599971652031,2,0.784,226,78.37,0,10.200000000000001
