Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1266523,-,-,-,40.81,-73.3,-5,47,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2011,1,1,0,30,0,0,0,1,18,160.87,0.8669000267982483,2,2.009,250,100.0,1,10.100000000000001
2011,1,1,1,30,0,0,0,1,18,153.51,0.8669000267982483,2,1.971,253,100.0,1,10.100000000000001
2011,1,1,2,30,0,0,0,1,18,143.3,0.8669000267982483,2,1.891,256,100.0,1,10.100000000000001
2011,1,1,3,30,0,0,0,1,18,132.16,0.8669000267982483,2,1.821,260,100.0,1,10.100000000000001
2011,1,1,4,30,0,0,0,4,18,120.82000000000001,0.8669000267982483,1,1.7730000000000001,264,100.0,1,10.100000000000001
2011,1,1,5,30,0,0,0,1,18,109.64,0.8669000267982483,1,1.716,264,100.0,1,10.100000000000001
2011,1,1,6,30,0,0,0,4,18,98.87,0.8669000267982483,1,1.6400000000000001,260,100.0,1,10.100000000000001
2011,1,1,7,30,10,0,10,7,18,88.81,0.8669000267982483,1,1.581,247,100.0,1,10.100000000000001
2011,1,1,8,30,62,434,139,0,18,79.81,0.8669000267982483,1,1.561,229,98.4,2,10.100000000000001
2011,1,1,9,30,92,612,278,1,17,72.33,0.8669000267982483,1,1.602,226,95.76,3,10.100000000000001
2011,1,1,10,30,112,686,382,0,16,66.9,0.8669000267982483,1,1.718,227,92.86,4,10.100000000000001
2011,1,1,11,30,120,719,435,1,18,64.1,0.8669000267982483,1,1.846,220,95.91,4,10.100000000000001
2011,1,1,12,30,121,712,431,0,19,64.26,0.8669000267982483,1,1.928,208,98.04,4,10.100000000000001
2011,1,1,13,30,113,526,316,7,17,67.37,0.8669000267982483,1,2.009,193,93.15,5,10.100000000000001
2011,1,1,14,30,103,1,104,7,21,73.04,0.8669000267982483,1,2.09,199,100.0,4,10.100000000000001
2011,1,1,15,30,61,35,67,7,21,80.71000000000001,0.8669000267982483,2,2.114,208,100.0,4,10.100000000000001
2011,1,1,16,30,0,0,0,7,21,89.84,0.8669000267982483,2,2.13,206,100.0,4,10.100000000000001
2011,1,1,17,30,0,0,0,6,21,99.99000000000001,0.8669000267982483,2,2.17,209,100.0,4,10.100000000000001
2011,1,1,18,30,0,0,0,7,21,110.81,0.8669000267982483,2,2.248,207,100.0,4,10.100000000000001
2011,1,1,19,30,0,0,0,6,22,122.03,0.8669000267982483,2,2.382,203,100.0,5,10.100000000000001
2011,1,1,20,30,0,0,0,7,21,133.36,0.8669000267982483,2,2.512,205,100.0,4,10.100000000000001
2011,1,1,21,30,0,0,0,7,21,144.43,0.8669000267982483,2,2.641,207,100.0,4,10.100000000000001
2011,1,1,22,30,0,0,0,7,21,154.45000000000002,0.8669000267982483,2,2.818,209,100.0,4,10.100000000000001
2011,1,1,23,30,0,0,0,6,21,161.25,0.8669000267982483,2,2.98,215,100.0,4,10.100000000000001
2011,1,2,0,30,0,0,0,6,21,160.83,0.8669000267982483,2,3.0460000000000003,222,100.0,4,10.100000000000001
2011,1,2,1,30,0,0,0,6,21,153.52,0.8669000267982483,2,3.036,216,100.0,4,10.0
2011,1,2,2,30,0,0,0,6,21,143.33,0.8669000267982483,2,2.982,213,100.0,4,10.0
2011,1,2,3,30,0,0,0,7,21,132.2,0.8669000267982483,2,2.8770000000000002,214,100.0,4,10.0
2011,1,2,4,30,0,0,0,3,21,120.86,0.8669000267982483,2,2.709,218,100.0,4,10.0
2011,1,2,5,30,0,0,0,4,21,109.67,0.8669000267982483,2,2.524,226,100.0,4,10.0
2011,1,2,6,30,0,0,0,4,21,98.9,0.8669000267982483,2,2.373,235,100.0,4,10.0
2011,1,2,7,30,10,0,10,4,21,88.82000000000001,0.8669000267982483,1,2.247,250,100.0,4,10.0
2011,1,2,8,30,70,355,132,1,20,79.81,0.8669000267982483,1,2.1270000000000002,279,96.89,5,10.0
2011,1,2,9,30,33,0,33,4,21,72.3,0.8669000267982483,1,2.02,313,99.33,5,10.0
2011,1,2,10,30,75,0,75,4,20,66.85,0.8669000267982483,1,1.917,341,95.29,6,10.0
2011,1,2,11,30,84,0,84,4,18,64.02,0.8669000267982483,0,1.848,353,90.97,7,10.0
2011,1,2,12,30,159,12,165,4,18,64.16,0.8669000267982483,0,1.9020000000000001,349,91.52,7,10.0
2011,1,2,13,30,75,0,75,4,21,67.25,0.8669000267982483,1,1.998,324,97.78,6,10.0
2011,1,2,14,30,125,88,151,3,21,72.91,0.8669000267982483,1,2.114,329,97.13,6,10.0
2011,1,2,15,30,55,0,55,4,22,80.57000000000001,0.8669000267982483,1,2.177,342,100.0,5,10.0
2011,1,2,16,30,0,0,0,4,21,89.7,0.8669000267982483,1,2.013,308,100.0,4,10.0
2011,1,2,17,30,0,0,0,4,20,99.85000000000001,0.8669000267982483,1,1.745,301,100.0,3,10.0
2011,1,2,18,30,0,0,0,8,20,110.67,0.8669000267982483,1,1.494,301,100.0,3,10.0
2011,1,2,19,30,0,0,0,7,20,121.89,0.8669000267982483,1,1.24,295,100.0,3,10.0
2011,1,2,20,30,0,0,0,4,19,133.22,0.8669000267982483,2,0.975,303,100.0,2,10.0
2011,1,2,21,30,0,0,0,4,18,144.29,0.8669000267982483,4,0.708,325,100.0,1,10.0
2011,1,2,22,30,0,0,0,1,14,154.31,0.8669000267982483,5,0.5,337,95.06,0,10.0
2011,1,2,23,30,0,0,0,1,7,161.14000000000001,0.8669000267982483,5,0.401,335,84.72,0,10.0
2011,1,3,0,30,0,0,0,1,3,160.77,0.8669000267982483,5,0.368,330,79.64,0,10.100000000000001
2011,1,3,1,30,0,0,0,1,-2,153.53,0.8669000267982483,5,0.354,327,73.9,0,10.100000000000001
2011,1,3,2,30,0,0,0,4,-2,143.36,0.8669000267982483,5,0.355,325,74.49,-1,10.100000000000001
2011,1,3,3,30,0,0,0,1,-4,132.24,0.8669000267982483,5,0.375,322,72.15,-1,10.100000000000001
2011,1,3,4,30,0,0,0,1,-5,120.9,0.8669000267982483,5,0.40800000000000003,319,71.26,-1,10.100000000000001
2011,1,3,5,30,0,0,0,1,-5,109.7,0.8669000267982483,4,0.441,318,71.26,-1,10.100000000000001
2011,1,3,6,30,0,0,0,1,-4,98.92,0.8669000267982483,4,0.465,317,71.59,-1,10.100000000000001
2011,1,3,7,30,12,165,15,1,-4,88.83,0.8669000267982483,4,0.47900000000000004,317,71.77,-1,10.100000000000001
2011,1,3,8,30,51,608,158,0,-7,79.8,0.8669000267982483,4,0.486,317,66.57000000000001,0,10.100000000000001
2011,1,3,9,30,73,771,308,0,-9,72.27,0.8669000267982483,4,0.493,317,64.97,0,10.100000000000001
2011,1,3,10,30,84,853,420,0,-10,66.8,0.8669000267982483,4,0.503,315,63.97,0,10.100000000000001
2011,1,3,11,30,90,881,477,0,-10,63.940000000000005,0.8669000267982483,4,0.514,309,63.800000000000004,0,10.100000000000001
2011,1,3,12,30,89,880,474,0,-13,64.05,0.8669000267982483,4,0.525,304,59.42,1,10.100000000000001
2011,1,3,13,30,80,855,413,0,-13,67.12,0.8669000267982483,3,0.537,301,59.56,1,10.100000000000001
2011,1,3,14,30,66,780,298,0,-12,72.77,0.8669000267982483,3,0.556,299,59.95,1,10.100000000000001
2011,1,3,15,30,45,609,146,0,-8,80.43,0.8669000267982483,3,0.5760000000000001,297,66.12,0,10.100000000000001
2011,1,3,16,30,0,0,0,4,-7,89.56,0.8669000267982483,3,0.594,297,67.41,0,10.100000000000001
2011,1,3,17,30,0,0,0,1,-5,99.71000000000001,0.8669000267982483,3,0.607,298,69.2,0,10.100000000000001
2011,1,3,18,30,0,0,0,1,-4,110.53,0.8669000267982483,3,0.616,300,70.72,0,10.100000000000001
2011,1,3,19,30,0,0,0,1,-3,121.75,0.8669000267982483,2,0.628,300,71.55,0,10.100000000000001
2011,1,3,20,30,0,0,0,1,0,133.08,0.8669000267982483,2,0.644,298,77.25,-1,10.100000000000001
2011,1,3,21,30,0,0,0,1,0,144.15,0.8669000267982483,2,0.66,294,77.42,-1,10.100000000000001
2011,1,3,22,30,0,0,0,7,-3,154.17000000000002,0.8669000267982483,2,0.676,284,71.71000000000001,0,10.100000000000001
2011,1,3,23,30,0,0,0,4,-3,161.01,0.8669000267982483,2,0.6890000000000001,272,72.19,0,10.100000000000001
2011,1,4,0,30,0,0,0,4,-2,160.72,0.8669000267982483,2,0.6980000000000001,264,72.9,0,10.100000000000001
2011,1,4,1,30,0,0,0,7,-2,153.52,0.8669000267982483,2,0.7030000000000001,259,73.35000000000001,0,10.100000000000001
2011,1,4,2,30,0,0,0,7,-1,143.38,0.8669000267982483,2,0.7010000000000001,254,73.97,0,10.100000000000001
2011,1,4,3,30,0,0,0,4,-1,132.27,0.8669000267982483,3,0.6910000000000001,250,75.04,0,10.100000000000001
2011,1,4,4,30,0,0,0,4,0,120.93,0.8669000267982483,3,0.679,246,75.85000000000001,0,10.100000000000001
2011,1,4,5,30,0,0,0,1,0,109.73,0.8669000267982483,3,0.67,245,76.28,0,10.100000000000001
2011,1,4,6,30,0,0,0,7,1,98.93,0.8669000267982483,3,0.655,243,77.28,0,10.100000000000001
2011,1,4,7,30,10,0,10,4,2,88.83,0.8669000267982483,3,0.632,241,78.48,0,10.100000000000001
2011,1,4,8,30,64,192,98,7,3,79.78,0.8669000267982483,3,0.608,238,79.81,0,10.100000000000001
2011,1,4,9,30,123,172,176,7,0,72.23,0.8669000267982483,3,0.591,237,74.04,1,10.100000000000001
2011,1,4,10,30,108,608,348,7,-4,66.73,0.8669000267982483,3,0.591,235,68.49,2,10.0
2011,1,4,11,30,145,490,361,7,-7,63.85,0.8669000267982483,3,0.611,232,64.5,3,10.0
2011,1,4,12,30,123,584,380,4,-5,63.940000000000005,0.8669000267982483,4,0.638,228,66.34,3,10.0
2011,1,4,13,30,92,804,407,0,-3,66.99,0.8669000267982483,4,0.657,225,68.7,3,10.0
2011,1,4,14,30,79,712,292,1,-1,72.63,0.8669000267982483,3,0.657,226,71.53,3,10.0
2011,1,4,15,30,52,541,143,0,6,80.29,0.8669000267982483,3,0.631,230,80.78,2,10.0
2011,1,4,16,30,0,0,0,1,8,89.41,0.8669000267982483,3,0.591,235,85.41,1,10.0
2011,1,4,17,30,0,0,0,1,8,99.56,0.8669000267982483,3,0.562,244,85.35000000000001,1,10.0
2011,1,4,18,30,0,0,0,1,11,110.39,0.8669000267982483,3,0.555,254,91.47,0,10.0
2011,1,4,19,30,0,0,0,1,11,121.60000000000001,0.8669000267982483,3,0.5650000000000001,260,90.66,0,10.0
2011,1,4,20,30,0,0,0,1,10,132.93,0.8669000267982483,3,0.583,264,89.85000000000001,0,10.0
2011,1,4,21,30,0,0,0,1,10,144.0,0.8669000267982483,3,0.61,265,89.58,0,10.0
2011,1,4,22,30,0,0,0,4,10,154.02,0.8669000267982483,3,0.64,266,89.42,0,10.0
