Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Snow Depth Units,Cloud Type -1,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1266523,-,-,-,40.81,-73.3,-5,47,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,m,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2016,1,1,0,30,0,0,0,8,11,160.88,0.12436000257730484,2,0.889,313,85.56,4,10.100000000000001
2016,1,1,1,30,0,0,0,8,13,153.51,0.12436000257730484,2,0.893,310,89.35000000000001,3,10.100000000000001
2016,1,1,2,30,0,0,0,8,11,143.29,0.12436000257730484,2,0.895,308,87.43,3,10.100000000000001
2016,1,1,3,30,0,0,0,8,10,132.15,0.12436000257730484,2,0.892,305,86.07000000000001,3,10.100000000000001
2016,1,1,4,30,0,0,0,8,10,120.81,0.12436000257730484,2,0.883,302,85.23,3,10.100000000000001
2016,1,1,5,30,0,0,0,8,9,109.63,0.12436000257730484,2,0.876,298,84.09,3,10.100000000000001
2016,1,1,6,30,0,0,0,6,9,98.87,0.12436000257730484,2,0.868,291,83.56,3,10.100000000000001
2016,1,1,7,30,9,0,9,8,9,88.81,0.12436000257730484,2,0.852,285,83.62,3,10.100000000000001
2016,1,1,8,30,69,190,103,8,9,79.81,0.12436000257730484,2,0.8300000000000001,280,84.15,3,10.100000000000001
2016,1,1,9,30,122,271,205,8,4,72.33,0.12436000257730484,3,0.8170000000000001,277,76.21000000000001,4,10.100000000000001
2016,1,1,10,30,128,463,310,8,3,66.91,0.12436000257730484,3,0.804,278,74.69,4,10.100000000000001
2016,1,1,11,30,155,429,343,2,3,64.11,0.12436000257730484,3,0.783,278,74.89,4,10.100000000000001
2016,1,1,12,30,174,314,311,8,0,64.28,0.12436000257730484,3,0.77,274,70.62,5,10.100000000000001
2016,1,1,13,30,152,294,265,8,1,67.39,0.12436000257730484,3,0.766,270,71.22,5,10.0
2016,1,1,14,30,120,230,187,4,4,73.06,0.12436000257730484,3,0.758,269,76.79,4,10.0
2016,1,1,15,30,63,156,88,4,4,80.74,0.12436000257730484,4,0.741,271,76.75,4,10.0
2016,1,1,16,30,0,0,0,8,3,89.87,0.12436000257730484,4,0.706,274,75.5,4,10.100000000000001
2016,1,1,17,30,0,0,0,4,5,100.02,0.12436000257730484,4,0.64,279,78.85000000000001,3,10.100000000000001
